Year,industry,installations,operational_stock,industry_encoded,Three_Component_Index,News_Based_Policy_Uncert_Index,FedStateLocal_Ex_disagreement,CPI_disagreement,Tax_expiration,GEPU_current,GEPU_ppp,log_installations,log_operational_stock,log_Three_Component_Index,log_News_Based_EPU_Index,log_FedStLocal_Ex_disag,log_CPI_disagreement,log_Tax_expiration,log_GEPU_current,log_GEPU_ppp,working_age_popu,population,emp_pop_ratio,GDP,real_GDP,int10yr,int1yr,cpi,fertility,women,unemploy,log_working_age_pop,log_population,log_GDP,log_real_GDP,popu_growth,working_age_popu_growth,GDP_growth,real_GDP_growth,int10yr_growth,int1yr_growth,emp_pop_growth,l_log_working_age_pop,l_log_population,l_log_GDP,l_log_real_GDP,l_popu_growth,l_working_age_popu_growth,l_emp_pop_ratio,l_GDP_growth,l_real_GDP_growth,l_cpi,l_int10yr,l_int1yr,l_unemploy,l_women,l_fertility,GDP_disper_1,GDP_disper_2,l_GDP_disper_1,l_GDP_disper_2,JLN_real_h1,JLN_real_h3,JLN_real_h12,JLN_fin_h1,JLN_fin_h3,JLN_fin_h12,JLN_macro_h1,JLN_macro_h3,JLN_macro_h12,vix,vol_ann,l_vix,l_vol_ann,resi_EPU_threecomp,resi_EPU_news,resi_EPU_fedstlocal,resi_EPU_cpi,resi_EPU_tax,hat_EPU_threecomp,hat_EPU_news,hat_EPU_fedstlocal,hat_EPU_cpi,hat_EPU_tax,my_pola1,my_pola2,new_pola1,lognew_pola1,new_pola2,lognew_pola2,three_pola1,logthree_pola1,three_pola2,logthree_pola2,oas_aaa,oas_euro,yield3m,yield6m,yield1y,l_oas_aaa,l_oas_euro,l_yield3m,l_yield6m,l_yield1y
1995,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,81.10629052502566,83.18557035995697,74.7063888951438,85.58078293154189,15.08132924350865,,,0,0,4.3957605,4.4210739,4.3135657,4.449461,2.7134576,,,167867360,268047,62.700001,7772.5859,10744.203,2.7221534,3.0543954,-.065104164,1.978,58.900002,5.5999999,18.938684,12.498918,8.9583578,9.2821217,.011719346,.0077359295,.04167933,.021757402,-.41369003,.41645026,-.0063592857,18.930948,12.487198,8.9166784,9.2603645,.011877418,.0091733737,63.099998,.061052822,.040334731,0,4.1169529,2.0140173,5.5,58.700001,2.0014999,.39,.71,.46000001,.77999997,.5665240498104031,.686317618022469,.8455514967470231,.6787359983703446,.7607328583674896,.9165557774252889,.5599721562264995,.6963576687918636,.8696866916688806,12.39,9.1121035,13.93,9.0379362,-33.515907,-38.921902,-23.405622,-11.039706,-218.7549,116.19748,130.68736,87.494881,90.647987,214.27632,.64027214,.49316391,84.653648,4.4371233,85.909927,4.4509215,91.165161,4.5077929,91.742065,4.5149431,,,5.4899998,5.5599999,5.5999999,,,4.25,4.6399999,5.02
1996,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,75.21432342399922,75.8333599237934,79.6276393624965,77.07938065357425,4.852955274792797,,,0,0,4.3203416,4.3285384,4.3773613,4.3448358,1.5795878,,,169735504,271243,63.400002,8259.7715,11219.238,2.9509351,2.4536111,0,1.976,59.799999,5.4000001,18.949753,12.510771,9.0191526,9.3253851,.01185276,.011067223,.060794003,.043263644,.080698848,-.21902081,.011102426,18.938684,12.498918,8.9583578,9.2821217,.011719346,.0077359295,62.700001,.04167933,.021757402,-.065104164,2.7221534,3.0543954,5.5999999,58.900002,1.978,.33,.59,.38999999,.70999998,.5659404309217512,.6859792756726036,.8430627622601016,.7615034527604712,.8303971313658246,.9454433514426414,.562738199337307,.6986999373645677,.8662815457075697,16.440001,9.7084646,12.39,9.1121035,-35.631165,-40.114124,-18.329687,-19.971674,-216.74048,115.82699,127.92429,90.42263,92.117813,235.92674,.56316841,.39395791,81.68734,4.4014554,80.187981,4.382617,83.85006,4.4282408,82.509361,4.4118547,,,5.0100002,5.0799999,5.2199998,,,5.4899998,5.5599999,5.5999999
1997,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,76.22734459820829,78.50697939627736,63.35906928430591,83.31374232408392,19.21781630329616,77.31568870732987,75.91714742041731,0,0,4.3337202,4.3631873,4.148818,4.4226136,2.9558377,4.3478971,4.3296428,171964656,274499,64,8765.9072,11722.722,2.9198511,2.8352971,-.12383901,1.971,60.099998,4.6999998,18.962799,12.522703,9.0786257,9.3692846,.01193252,.013047601,.059473097,.043898974,-.010589502,.14458586,.0094191981,18.949753,12.510771,9.0191526,9.3253851,.01185276,.011067223,63.400002,.060794003,.043263644,0,2.9509351,2.4536111,5.4000001,59.799999,1.976,.31,.6,.33000001,.58999997,.544674694837984,.6623030009276575,.828682299412018,.8722975637986554,.9243276561662128,.9847492207099736,.5492036061474517,.6833672703589704,.8552913452911599,22.360001,12.84862,16.440001,9.7084646,-19.58136,-12.914827,-33.982391,-15.451589,-153.63155,115.83252,127.96554,90.378937,92.095879,235.60364,.55026865,.42218277,79.818245,4.3776798,80.05072,4.3787918,74.072601,4.3014398,74.344093,4.3057313,.31,,5.0599999,5.1799998,5.3200002,,,5.0100002,5.0799999,5.2199998
1998,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,90.94753138907673,108.189065692369,59.02822835010449,75.37910019798063,16.79226581497187,98.77211515292468,94.38074996271696,0,0,4.510283,4.6838803,4.0780158,4.3225303,2.8209183,4.5928154,4.5473371,173935392,277658,64.300003,9293.9912,12294.737,2.2295799,2.3639567,-.060975611,1.999,60,4.4000001,18.974194,12.534145,9.1371231,9.4169264,.011442523,.011394952,.058498066,.047642328,-.26971942,-.18180995,.0046765953,18.962799,12.522703,9.0786257,9.3692846,.01193252,.013047601,64,.059473097,.043898974,-.12383901,2.9198511,2.8352971,4.6999998,60.099998,1.971,.33,.52,.31,.60000002,.5904264259287801,.7072727989589119,.8537138879523855,1.051905825229876,1.063740419099546,1.031609173108364,.5894327233146517,.7271802354081996,.8813361122696427,25.6,17.8729,22.360001,12.84862,-17.164103,-3.2993793,-38.817127,-21.983629,-195.93895,115.72041,127.12939,91.264908,92.540665,242.15532,.61130273,.47659814,101.16572,4.5980473,101.67129,4.6037626,87.725113,4.4589252,87.885345,4.4613438,.54000002,6.7399998,4.7800002,4.8299999,4.8000002,.31,,5.0599999,5.1799998,5.3200002
1999,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,75.20242985498216,79.73891491427104,60.27042704309116,78.21290095730325,17.6920800539082,70.28561151109894,68.83682909355484,0,0,4.3201838,4.378758,4.0988417,4.3594346,2.873117,4.2525673,4.231739,176250192,280846,64.400002,9900.1689,12888.281,3.1922035,1.844043,0,2.0074999,60.099998,4,18.987415,12.545562,9.2003069,9.4640741,.011416336,.013220611,.06318374,.047147159,.35889825,-.24837632,.0015539781,18.974194,12.534145,9.1371231,9.4169264,.011442523,.011394952,64.300003,.058498066,.047642328,-.060975611,2.2295799,2.3639567,4.4000001,60,1.999,,.6899999999999999,.33000001,.51999998,.5557067028827921,.6800818992345877,.8478050191477616,1.028316835909859,1.049078860826486,1.032136728569389,.5931391588921505,.7384655224898294,.8993364196466663,24.370001,20.842501,25.6,17.8729,-14.478148,-1.6876367,-36.820042,-21.25107,-135.29199,115.91239,128.56123,89.747734,91.778999,230.93597,.51336229,.38792831,120.68755,4.7924089,118.68756,4.7753248,104.54179,4.6487598,102.76198,4.631351,.64999998,6.5599999,4.6399999,4.75,4.8099999,.54000002,6.7399998,4.7800002,4.8299999,4.8000002
2000,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,88.12746819662958,96.55345652907999,66.58493652030383,87.28106338713546,13.81245918556105,73.76446363051441,70.62739761951674,0,0,4.4787841,4.570097,4.1984782,4.4691334,2.625571,4.3008771,4.2574182,180137248,283748,64.400002,10435.744,13262.25,2.6392105,2.3188388,-.057438254,2.056,59.900002,3.9000001,19.00923,12.555841,9.2529917,9.4926767,.010280044,.021814518,.052685026,.028603185,-.19023164,.2291061,0,18.987415,12.545562,9.2003069,9.4640741,.011416336,.013220611,64.400002,.06318374,.047147159,0,3.1922035,1.844043,4,60.099998,2.0074999,.21,.6899999999999999,,.69,.6079429973549315,.72131813371805,.8640520279601086,1.161282261945731,1.147826277340045,1.062283952433293,.666216660910704,.8079263899152851,.9357331674355395,23.32,20.489401,24.370001,20.842501,-.55819917,16.749649,-30.464783,-12.296333,-135.94646,115.75681,127.40087,90.977249,92.396255,240.02814,.37041101,.27446452,132.05431,4.8773556,129.55113,4.8569102,107.83325,4.6769209,106.15561,4.660285,.94999999,7.5,5.8200002,5.9000001,5.7800002,.64999998,6.5599999,4.6399999,4.75,4.8099999
2001,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,120.2741263853811,152.1850388343545,56.19816928732471,91.24838445018713,20.66045681709724,112.7657501061013,107.795869688579,0,0,4.7897735,5.0250974,4.0288844,4.5135851,3.0282216,4.7253127,4.6802392,182640592,286533,62.900002,10660.465,13284.881,2.0405762,-.19812037,-.3945885,2.0304999,59.700001,5.6999998,19.023031,12.565609,9.2742977,9.4943819,.0097671924,.013801195,.021305174,.0017049575,-.25724757,,-.023567468,19.00923,12.555841,9.2529917,9.4926767,.010280044,.021814518,64.400002,.052685026,.028603185,-.057438254,2.6392105,2.3188388,3.9000001,59.900002,2.056,.74,1.23,.20999999,.69,.6246038951391919,.7360677688393483,.8664687502973135,1.097372148204297,1.102781988428901,1.04994802002295,.711580475970884,.8459567673403173,.9445293346467595,25.75,22.026051,23.32,20.489401,13.54185,42.946392,-41.590691,-6.2715993,-187.59937,115.34491,124.329,94.232201,94.030334,264.09811,.40298018,.31998163,142.68275,4.9577408,141.67433,4.9504938,122.36945,4.8040643,121.6452,4.7980499,.85000002,12.15,3.4000001,3.3399999,3.8399999,.94999999,7.5,5.8200002,5.9000001,5.7800002
2002,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,105.3424107091685,128.6467928825258,82.16207393071662,70.27825883119999,30.36991072848314,101.949095838878,100.1320497261541,0,0,4.6572161,4.8570704,4.4086938,4.2524624,3.4134524,4.6244736,4.6064897,184858544,289214,62.400002,11061.433,13549.421,1.6922537,-.06171805,-.2206288,2.0204999,59.5,6,19.035101,12.574923,9.3112202,9.5140991,.0093131857,.012070662,.036922496,.019717198,-.18717103,-1.1662984,-.0079808878,19.023031,12.565609,9.2742977,9.4943819,.0097671924,.013801195,62.900002,.021305174,.0017049575,-.3945885,2.0405762,-.19812037,5.6999998,59.700001,2.0304999,.49,.93,.74000001,1.23,.5690604901559746,.683501142340449,.8400807669353533,1.08796436344229,1.091947925311907,1.041095906200572,.6200358370126083,.7566789503618079,.8952210475905976,27.290001,22.144329,25.75,22.026051,2.3395834,25.491045,-15.474038,-27.666903,-165.80031,115.62862,126.44486,91.990234,92.9048,247.51904,.44572616,.37273672,126.52296,4.8155441,126.40588,4.81493,112.15146,4.6882591,112.08144,4.6877561,.93000001,11.69,1.61,1.6799999,1.67,.85000002,12.15,3.4000001,3.3399999,3.8399999
2003,Motor vehicles engines and bodies,0,0,Motor vehicles engines and bodies,110.1256453547132,127.85215803191,83.69880610508966,82.74698217221938,123.2618621025454,100.914765202686,96.8979297363757,0,0,4.701622,4.8508744,4.4272246,4.4157877,4.814311,4.6142764,4.573658,188134192,291868,62.200001,11772.234,14131.379,1.7135726,-.60214835,-.10840108,2.0474999,59,5.6999998,19.052666,12.584057,9.3734989,9.5561533,.0091347471,.017564589,.062279221,.042053971,.012519247,2.2779274,-.0032102878,19.035101,12.574923,9.3112202,9.5140991,.0093131857,.012070662,62.400002,.036922496,.019717198,-.2206288,1.6922537,-.06171805,6,59.5,2.0204999,.34,.67,.49000001,.93000001,.5659456637360996,.6830847555966241,.8437991260565481,.8927869975981394,.9375182052474783,.9854887418745544,.6323820824996663,.7719926541230907,.908799527880403,21.98,24.826559,27.290001,22.144329,5.8753748,22.661776,-13.988399,-15.055964,-76.952141,115.56863,125.99747,92.464287,93.142792,251.02461,.54015225,.4775826,113.09486,4.7175231,113.23732,4.719542,113.60227,4.7248702,113.53674,4.7247982,.76999998,5.77,1.01,1.05,,.93000001,11.69,1.61,1.6799999,1.67
2004,Motor vehicles engines and bodies,4701,4701,Motor vehicles engines and bodies,93.05083606667017,90.60045675624417,55.75997966566818,94.41090609759108,407.6455993307854,77.02065766273876,77.3840245595978,8.4557428,8.4557428,4.5331459,4.5064592,4.0210562,4.5476565,6.0103984,4.3440738,4.3487802,189809264,294561,62.400002,12527.214,14605.595,1.9095366,1.1770015,-.36649215,2.0515001,59.099998,5.4000001,19.061531,12.593242,9.4356585,9.58916,.0091844667,.0088641988,.062159646,.033006877,.10828015,,.0032102878,19.052666,12.584057,9.3734989,9.5561533,.0091347471,.017564589,62.200001,.062279221,.042053971,-.10840108,1.7135726,-.60214835,5.6999998,59,2.0474999,.31,.68,.34,.67000002,.5750648664493481,.6913502545482534,.850035157314985,.7613648430701295,.8279839721518516,.9415811885606994,.6055422583007336,.7428740996384362,.8920312412366984,15.48,16.152639,21.98,24.826559,.40971506,4.3451242,-41.451744,-4.7155466,245.06445,115.78716,127.6272,90.737427,92.275856,238.25465,.42154896,.36608773,76.968124,4.3417225,74.939301,4.314321,81.548447,4.3994331,80.465836,4.3858104,.60000002,3.45,1.37,1.58,,.76999998,5.77,1.01,1.05,
2005,Motor vehicles engines and bodies,8172,12873,Motor vehicles engines and bodies,71.75073847273225,70.87351062544407,44.40832986153315,77.24374109761492,223.6065452378822,65.27084182872484,65.99405517723612,9.0085917,9.462965,4.2731981,4.2608967,3.793427,4.3469658,5.4098878,4.1785455,4.1895647,192144656,297311,62.799999,13324.204,15041.232,2.0183473,.86637479,-.40485829,2.0569999,59.200001,4.9000001,19.073759,12.602534,9.4973373,9.6185503,.0092926165,.012228811,.061678853,.029390601,.055418395,-.30640775,.0063897613,19.061531,12.593242,9.4356585,9.58916,.0091844667,.0088641988,62.400002,.062159646,.033006877,-.36649215,1.9095366,1.1770015,5.4000001,59.099998,2.0515001,.35,.5600000000000001,.31,.68000001,.6247690628004896,.7338785598218073,.8671875764866882,.7430749646213348,.8111834358191193,.9318099939595287,.6709056431437223,.8110500289110258,.922652989949713,12.81,11.09516,15.48,16.152639,-19.993654,-13.919218,-52.766666,-21.984943,63.932289,115.27106,123.77826,94.815765,94.323303,268.41354,.48611227,.43060037,78.702583,4.3655338,77.94548,4.3555655,83.563591,4.4250946,83.393394,4.4233332,.57999998,3.3900001,3.1500001,3.3900001,,.60000002,3.45,1.37,1.58,
2006,Motor vehicles engines and bodies,3984,16857,Motor vehicles engines and bodies,71.32869350217331,67.13628664536317,55.41636671929763,85.7230397296599,130.4784416514013,62.67559419348373,64.33639516824391,8.2902927,9.7325802,4.2672987,4.2067246,4.0148749,4.4511218,4.8712082,4.1379724,4.1641254,194181152,300178,63.400002,14039.56,15433.643,2.1221378,3.4453263,.14888337,2.108,59.5,4.4000001,19.084303,12.612131,9.549634,9.6443052,.0095969029,.010542992,.052296791,.025754452,.050144978,1.3804563,.009508824,19.073759,12.602534,9.4973373,9.6185503,.0092926165,.012228811,62.799999,.061678853,.029390601,-.40485829,2.0183473,.86637479,4.9000001,59.200001,2.0569999,.45,.87,.34999999,.56,.5996649707018976,.7157296216247103,.8624546784890331,.6772992132233565,.7577340986591351,.9135185707635713,.6602900199569747,.8024820391380395,.9174982735475469,12.81,10.47655,12.81,11.09516,-19.839968,-16.717396,-41.73505,-13.571281,-27.329489,115.69668,126.95247,91.452377,92.634781,243.54164,.44594595,.35641992,76.219223,4.3324847,73.254562,4.2916627,80.466385,4.3863668,78.470139,4.3605719,.58999997,2.9100001,4.73,4.8099999,,.57999998,3.3900001,3.1500001,3.3900001,
2007,Motor vehicles engines and bodies,5701,22558,Motor vehicles engines and bodies,80.5167947097481,79.70980875241993,54.04998169417601,85.99111728149188,224.4738977846779,69.80905457759907,69.96452367436413,8.648572,10.02389,4.3884659,4.3783927,3.9899092,4.4542441,5.4137592,4.2457638,4.2479882,196456608,303062,62.700001,14715.058,15767.146,1.3869689,1.4931414,-.067086317,2.1199999,59.400002,5,19.095953,12.621693,9.5966263,9.6656837,.0095617734,.011650086,.046992268,.021378729,-.42530328,-.8361364,-.011102426,19.084303,12.612131,9.549634,9.6443052,.0095969029,.010542992,63.400002,.052296791,.025754452,.14888337,2.1221378,3.4453263,4.4000001,59.5,2.108,.5,.95,.44999999,.87,.5713214430215356,.6938687149530814,.8547228511354468,.7540934947849234,.824172653847504,.9431451120920263,.646266556745854,.7884465789933054,.9213879210882058,17.540001,11.28874,12.81,10.47655,-12.019465,-6.3744912,-43.157448,-13.14729,62.232681,115.41585,124.85806,93.671608,93.748909,259.95264,.54711735,.54745692,81.761497,4.3976002,83.807861,4.4216843,83.529404,4.4219375,85.581497,4.4456983,.76999998,2.98,4.3600001,4.4400001,,.58999997,2.9100001,4.73,4.8099999,
